Sport,Gender,Event,Medal,Team
Wrestling,M,Greco-Roman Lightweight,BRONZE,Bulgaria
Wrestling,M,Greco-Roman Welterweight,GOLD,Azerbaijan
Wrestling,M,Greco-Roman Welterweight,SILVER,Turkey
Wrestling,M,Greco-Roman Welterweight,BRONZE,Kazakhstan
Wrestling,M,Greco-Roman Middleweight,GOLD,Uzbekistan
Wrestling,M,Greco-Roman Middleweight,BRONZE,Russia
Wrestling,M,Greco-Roman Light Heavyweight,GOLD,Russia
Wrestling,M,Greco-Roman Light Heavyweight,BRONZE,Belarus
Wrestling,M,Greco-Roman Heavyweight,GOLD,Egypt
Wrestling,M,Greco-Roman Heavyweight,SILVER,Georgia
Wrestling,M,Greco-Roman Heavyweight,BRONZE,Turkey
Wrestling,M,Greco-Roman Super Heavyweight,SILVER,Kazakhstan
Wrestling,M,Greco-Roman Super Heavyweight,BRONZE,United States
Alpine Skiing,F,Downhill,BRONZE,Sweden
Alpine Skiing,M,Super G,BRONZE,Switzerland
Alpine Skiing,M,Giant Slalom,SILVER,France
Alpine Skiing,F,Giant Slalom,SILVER,Finland
Alpine Skiing,F,Giant Slalom,BRONZE,Sweden
Alpine Skiing,F,Slalom,GOLD,Sweden
Alpine Skiing,M,Combined,GOLD,United States
Alpine Skiing,M,Combined,SILVER,Croatia
Alpine Skiing,F,Combined,BRONZE,Sweden
Biathlon,F,7.5km Sprint,GOLD,France
Biathlon,F,7.5km Sprint,SILVER,Sweden
Biathlon,F,7.5km Sprint,BRONZE,Ukraine
Biathlon,M,10km Sprint,GOLD,Germany
Biathlon,M,10km Sprint,SILVER,Norway
Biathlon,M,10km Sprint,BRONZE,Norway
Biathlon,F,15km Individual,GOLD,Russia
Biathlon,F,15km Individual,SILVER,Germany
Biathlon,F,15km Individual,BRONZE,Russia
Biathlon,M,20km Individual,GOLD,Germany
Biathlon,M,20km Individual,SILVER,Norway
Biathlon,F,10km Pursuit,GOLD,Germany
Biathlon,F,10km Pursuit,BRONZE,Russia
Biathlon,M,12.5km Pursuit,GOLD,France
Biathlon,M,12.5km Pursuit,SILVER,Norway
Biathlon,F,12.5km Mass Start,GOLD,Sweden
Biathlon,F,12.5km Mass Start,SILVER,Germany
Biathlon,F,12.5km Mass Start,BRONZE,Germany
Biathlon,M,15km Mass Start,GOLD,Germany
Biathlon,M,15km Mass Start,SILVER,Poland
Biathlon,M,15km Mass Start,BRONZE,Norway
Biathlon,F,4x6km Relay,GOLD,Russia
Biathlon,F,4x6km Relay,SILVER,Germany
Biathlon,F,4x6km Relay,BRONZE,Russia
Biathlon,F,4x6km Relay,BRONZE,France
Bobsleigh,M,2-Man Bobsled,SILVER,Canada
Bobsleigh,F,2-Woman Bobsled,GOLD,Germany
Bobsleigh,F,2-Woman Bobsled,SILVER,United States
Bobsleigh,F,2-Woman Bobsled,BRONZE,Italy
Bobsleigh,M,4-Man Bobsled,SILVER,Russia
Cross-country Skiing,M,Sprint,GOLD,Sweden
Cross-country Skiing,M,Sprint,SILVER,France
Cross-country Skiing,M,Sprint,BRONZE,Sweden
Cross-country Skiing,F,Sprint,GOLD,Canada
Cross-country Skiing,F,Sprint,BRONZE,Russia
Cross-country Skiing,F,10km,GOLD,Estonia
Cross-country Skiing,M,15km,GOLD,Russia
Cross-country Skiing,M,15km,SILVER,Czech Republic
Cross-country Skiing,M,15km,BRONZE,Germany
Cross-country Skiing,F,30km,GOLD,Czech Republic
Cross-country Skiing,F,30km,SILVER,Russia
Cross-country Skiing,F,30km,BRONZE,Poland
Cross-country Skiing,M,50km,GOLD,Italy
Cross-country Skiing,M,50km,SILVER,Russia
Cross-country Skiing,F,2x7.5km Skiathlon,GOLD,Estonia
Cross-country Skiing,F,2x7.5km Skiathlon,SILVER,Czech Republic
Cross-country Skiing,F,2x7.5km Skiathlon,BRONZE,Russia
Cross-country Skiing,M,30km Skiathlon,GOLD,Russia
Cross-country Skiing,M,30km Skiathlon,SILVER,Norway
Cross-country Skiing,M,30km Skiathlon,BRONZE,Italy
Cross-country Skiing,M,Team Sprint,GOLD,Sweden
Cross-country Skiing,M,Team Sprint,SILVER,Norway
Cross-country Skiing,M,Team Sprint,BRONZE,Russia
Cross-country Skiing,F,Team Sprint,GOLD,Sweden
Cross-country Skiing,F,Team Sprint,SILVER,Canada
Cross-country Skiing,F,Team Sprint,BRONZE,Finland
Cross-country Skiing,F,4x5km Relay,SILVER,Germany
Cross-country Skiing,M,4x10km Relay,SILVER,Germany
Curling,M,Curling,GOLD,Canada
Curling,M,Curling,SILVER,Finland
Curling,M,Curling,BRONZE,United States
Curling,F,Curling,GOLD,Sweden
Figure Skating,F,Individual,GOLD,Japan
Figure Skating,F,Individual,BRONZE,Russia
Figure Skating,M,Pairs,SILVER,China
Figure Skating,F,Pairs,SILVER,China
Figure Skating,M,Ice Dancing,SILVER,United States
Figure Skating,F,Ice Dancing,SILVER,United States
Figure Skating,M,Ice Dancing,BRONZE,Ukraine
Figure Skating,F,Ice Dancing,BRONZE,Ukraine
Freestyle Skiing,M,Aerials,GOLD,China
Freestyle Skiing,M,Aerials,SILVER,Belarus
Freestyle Skiing,M,Aerials,BRONZE,Russia
Freestyle Skiing,F,Aerials,GOLD,Switzerland
Freestyle Skiing,F,Aerials,BRONZE,Australia
Freestyle Skiing,M,Moguls,GOLD,Australia
Freestyle Skiing,F,Moguls,GOLD,Canada
Freestyle Skiing,F,Moguls,SILVER,Norway
Freestyle Skiing,F,Moguls,BRONZE,France
Ice Hockey,F,Ice Hockey,SILVER,Sweden
Ice Hockey,F,Ice Hockey,BRONZE,United States
Luge,M,Singles,SILVER,Russia
Luge,M,Singles,BRONZE,Latvia
Nordic Combined,M,Individual Sprint (7.5km+Jump),GOLD,Austria
Nordic Combined,M,Individual Sprint (7.5km+Jump),SILVER,Norway
Nordic Combined,M,Individual Sprint (7.5km+Jump),BRONZE,Germany
Nordic Combined,M,Team (4x5km+Jump),GOLD,Austria
Nordic Combined,M,Team (4x5km+Jump),BRONZE,Finland
Short Track Speed Skating,M,500m Short Track,GOLD,United States
Short Track Speed Skating,M,500m Short Track,BRONZE,South Korea
Short Track Speed Skating,F,500m Short Track,BRONZE,Canada
Short Track Speed Skating,M,1000m Short Track,BRONZE,United States
Short Track Speed Skating,M,1500m Short Track,GOLD,South Korea
Short Track Speed Skating,M,1500m Short Track,SILVER,South Korea
Short Track Speed Skating,M,1500m Short Track,BRONZE,China
Short Track Speed Skating,F,1500m Short Track,BRONZE,China
Short Track Speed Skating,F,3000m Short Track Relay,BRONZE,Italy
Short Track Speed Skating,M,5000m Short Track Relay,BRONZE,United States
Skeleton,M,Individual,GOLD,Canada
Skeleton,M,Individual,SILVER,Canada
Skeleton,F,Individual,GOLD,Switzerland
Skeleton,F,Individual,SILVER,Great Britain
Skeleton,F,Individual,BRONZE,Canada
Ski Jumping,M,Team,GOLD,Austria
Snowboarding,M,Cross,GOLD,United States
Snowboarding,M,Cross,SILVER,Slovakia
Snowboarding,M,Cross,BRONZE,France
Snowboarding,F,Cross,GOLD,Switzerland
Snowboarding,F,Cross,SILVER,United States
Snowboarding,F,Cross,BRONZE,Canada
Snowboarding,M,Halfpipe,BRONZE,Finland
Snowboarding,F,Halfpipe,SILVER,United States
Snowboarding,F,Halfpipe,BRONZE,Norway
Snowboarding,M,Parallel Giant Slalom,SILVER,Switzerland
Snowboarding,M,Parallel Giant Slalom,BRONZE,Austria
Snowboarding,F,Parallel Giant Slalom,GOLD,Switzerland
Snowboarding,F,Parallel Giant Slalom,BRONZE,United States
Speed Skating,M,500m,BRONZE,South Korea
Speed Skating,F,500m,GOLD,Russia
Speed Skating,F,500m,BRONZE,China
Speed Skating,M,1000m,SILVER,United States
Speed Skating,M,1000m,BRONZE,Netherlands
Speed Skating,F,1000m,SILVER,Canada
Speed Skating,M,1500m,GOLD,Italy
Speed Skating,M,1500m,BRONZE,United States
Speed Skating,F,1500m,GOLD,Canada
Speed Skating,F,1500m,SILVER,Canada
Speed Skating,M,5000m,BRONZE,Italy
Speed Skating,F,5000m,GOLD,Canada
Speed Skating,M,10000m,SILVER,United States
Speed Skating,M,Team Pursuit,GOLD,Italy
Speed Skating,M,Team Pursuit,SILVER,Canada
Speed Skating,M,Team Pursuit,BRONZE,Netherlands
Speed Skating,F,Team Pursuit,GOLD,Germany
Speed Skating,F,Team Pursuit,SILVER,Canada
Speed Skating,F,Team Pursuit,BRONZE,Russia
Archery,M,Individual,GOLD,Ukraine
Archery,M,Individual,BRONZE,Russia
Archery,F,Individual,GOLD,China
Archery,M,Team,BRONZE,China
Archery,F,Team,BRONZE,France
Athletics,M,100m,GOLD,Jamaica
Athletics,F,100m,GOLD,Jamaica
Athletics,F,400m,GOLD,Great Britain
Athletics,M,800m,SILVER,Sudan
Athletics,F,800m,GOLD,Kenya
Athletics,F,800m,SILVER,Kenya
Athletics,F,800m,BRONZE,Morocco
Athletics,M,1500m,SILVER,New Zealand
Athletics,M,1500m,BRONZE,France
Athletics,F,1500m,GOLD,Kenya
Athletics,F,1500m,SILVER,Ukraine
Athletics,F,1500m,BRONZE,Ukraine
Athletics,F,5000m,SILVER,Turkey
Athletics,F,10000m,SILVER,Turkey
Athletics,M,Marathon,GOLD,Kenya
Athletics,F,Marathon,GOLD,Romania
Athletics,F,Marathon,BRONZE,China
Athletics,F,100m Hurdles,SILVER,Australia
Athletics,F,100m Hurdles,BRONZE,Canada
Athletics,F,400m Hurdles,BRONZE,Great Britain
Athletics,F,3000m Steeplechase,GOLD,Russia
Athletics,F,3000m Steeplechase,SILVER,Kenya
Athletics,F,3000m Steeplechase,BRONZE,Russia
Athletics,M,4x100m Relay,GOLD,Jamaica
Athletics,M,4x100m Relay,SILVER,Trinidad & Tobago
Athletics,M,4X100m Relay,BRONZE,Japan
Athletics,F,4x100m Relay,GOLD,Belgium
Athletics,F,4x100m Relay,SILVER,Nigeria
Athletics,F,4x100m Relay,BRONZE,Brazil
Athletics,M,4x400m Relay,SILVER,Bahamas
Athletics,M,4x400m Relay,BRONZE,Russia
Athletics,M,20km Walk,GOLD,Russia
Athletics,M,20km Walk,SILVER,Ecuador
Athletics,F,20km Walk,GOLD,Russia
Athletics,F,20km Walk,BRONZE,Italy
Athletics,M,50km Walk,SILVER,Australia
Athletics,M,High Jump,BRONZE,Russia
Athletics,F,High Jump,GOLD,Belgium
Athletics,F,High Jump,SILVER,Croatia
Athletics,F,High Jump,BRONZE,Russia
Athletics,M,Long Jump,GOLD,Panama
Athletics,M,Long Jump,SILVER,South Africa
Athletics,M,Long Jump,BRONZE,Cuba
Athletics,F,Long Jump,GOLD,Brazil
Athletics,F,Long Jump,BRONZE,Nigeria
Athletics,M,Triple Jump,GOLD,Portugal
Athletics,F,Triple Jump,BRONZE,Greece
Athletics,M,Pole Vault,GOLD,Australia
Athletics,M,Pole Vault,BRONZE,Ukraine
Athletics,F,Pole Vault,SILVER,United States
Athletics,F,Pole Vault,BRONZE,Russia
Athletics,M,Discus Throw,GOLD,Estonia
Athletics,M,Discus Throw,SILVER,Poland
Athletics,M,Discus Throw,BRONZE,Lithuania
Athletics,F,Discus Throw,BRONZE,Ukraine
Athletics,M,Hammer Throw,GOLD,Slovenia
Athletics,F,Hammer Throw,GOLD,Belarus
Athletics,F,Hammer Throw,BRONZE,China
Athletics,F,Javelin Throw,GOLD,Czech Republic
Athletics,F,Javelin Throw,SILVER,Russia
Athletics,M,Shot Put,BRONZE,Canada
Athletics,F,Shot Put,GOLD,New Zealand
Athletics,F,Shot Put,SILVER,Belarus
Athletics,F,Shot Put,BRONZE,Belarus
Athletics,F,Heptathlon,GOLD,Ukraine
Athletics,F,Heptathlon,BRONZE,Russia
Athletics,M,Decathlon,SILVER,Belarus
Athletics,M,Decathlon,BRONZE,Cuba
Badminton,M,Singles,SILVER,Malaysia
Badminton,F,Singles,SILVER,China
Badminton,M,Doubles,SILVER,China
Baseball,M,Team,GOLD,South Korea
Basketball,M,Team,BRONZE,Argentina
Beach Volleyball,M,Beach Volleyball (Pairs),BRONZE,Brazil
Beach Volleyball,F,Beach Volleyball (Pairs),SILVER,China
Beach Volleyball,F,Beach Volleyball (Pairs),BRONZE,China
Boxing,M,Light Flyweight,GOLD,China
Boxing,M,Light Flyweight,SILVER,Mongolia
Boxing,M,Light Flyweight,BRONZE,Ireland
Boxing,M,Bantamweight,GOLD,Mongolia
Boxing,M,Bantamweight,BRONZE,Moldova
Boxing,M,Bantamweight,BRONZE,Mauritius
Boxing,M,Featherweight,GOLD,Ukraine
Boxing,M,Featherweight,BRONZE,Azerbaijan
Boxing,M,Lightweight,GOLD,Russia
Boxing,M,Lightweight,SILVER,France
Boxing,M,Lightweight,BRONZE,Cuba
Boxing,M,Lightweight,BRONZE,Armenia
Boxing,M,Light Welterweight,GOLD,Dominican Republic
Boxing,M,Light Welterweight,BRONZE,France
Boxing,M,Welterweight,BRONZE,China
Boxing,M,Middleweight,SILVER,Cuba
Boxing,M,Middleweight,BRONZE,India
Boxing,M,Middleweight,BRONZE,Ireland
Boxing,M,Light Heavyweight,GOLD,China
Boxing,M,Light Heavyweight,SILVER,Ireland
Boxing,M,Light Heavyweight,BRONZE,Kazakhstan
Boxing,M,Heavyweight,GOLD,Russia
Boxing,M,Heavyweight,BRONZE,Cuba
Boxing,M,Super Heavyweight,GOLD,Italy
Boxing,M,Super Heavyweight,SILVER,China
Boxing,M,Super Heavyweight,BRONZE,Ukraine
Canoeing,M,K1 500m Kayak Singles,GOLD,Australia
Canoeing,M,K1 500m Kayak Singles,SILVER,Canada
Canoeing,F,K1 500m Kayak Singles,GOLD,Ukraine
Canoeing,F,K1 500m Kayak Singles,BRONZE,Germany
Canoeing,M,K1 1000m Kayak Singles,GOLD,Great Britain
Canoeing,M,K2 500m Kayak Pairs,GOLD,Spain
Canoeing,F,K2 500m Kayak Pairs,SILVER,Poland
Canoeing,F,K2 500m Kayak Pairs,BRONZE,France
Canoeing,M,K2 1000m Kayak Pairs,BRONZE,Italy
Canoeing,F,K4 500m Kayak Fours,BRONZE,Australia
Canoeing,M,K4 1000m Kayak Fours,GOLD,Belarus
Canoeing,M,K4 1000m Kayak Fours,SILVER,Slovenia
Canoeing,M,K4 1000m Kayak Fours,BRONZE,Germany
Canoeing,M,K1 Kayak Slalom Singles,BRONZE,Togo
Canoeing,F,K1 Kayak Slalom Singles,BRONZE,Austria
Canoeing,M,C1 500m Canadian Singles,GOLD,Russia
Canoeing,M,C1 500m Canadian Singles,BRONZE,Ukraine
Canoeing,M,C1 1000m Canadian Singles,SILVER,Spain
Canoeing,M,C2 500m Canadian Pairs,SILVER,Russia
Canoeing,M,C2 500m Canadian Pairs,BRONZE,Germany
Canoeing,M,C2 1000m Canadian Pairs,GOLD,Belarus
Canoeing,M,C2 1000m Canadian Pairs,SILVER,Germany
Canoeing,M,C1 Canadian Slalom Singles,BRONZE,Australia
Canoeing,M,C2 Canadian Slalom Pairs,BRONZE,Russia
Cycling,M,Individual Road Race,GOLD,Spain
Cycling,M,Individual Road Race,SILVER,Switzerland
Cycling,M,Individual Road Race,BRONZE,Russia
Cycling,F,Individual Road Race,GOLD,Great Britain
Cycling,F,Individual Road Race,SILVER,Sweden
Cycling,F,Individual Road Race,BRONZE,Italy
Cycling,M,Individual Road Time Trial,GOLD,Switzerland
Cycling,M,Individual Road Time Trial,SILVER,Sweden
Cycling,F,Individual Road Time Trial,GOLD,United States
Cycling,F,Individual Road Time Trial,SILVER,Great Britain
Cycling,M,Individual Sprint,GOLD,Great Britain
Cycling,F,Individual Sprint,GOLD,Great Britain
Cycling,F,Individual Sprint,BRONZE,China
Cycling,M,Keirin,GOLD,Great Britain
Cycling,M,Keirin,SILVER,Great Britain
Cycling,M,Keirin,BRONZE,Japan
Cycling,M,Team Sprint,GOLD,Great Britain
Cycling,M,Team Sprint,SILVER,France
Cycling,M,Team Sprint,BRONZE,Germany
Cycling,M,Individual Pursuit,SILVER,New Zealand
Cycling,M,Individual Pursuit,BRONZE,Great Britain
Cycling,F,Individual Pursuit,GOLD,Great Britain
Cycling,F,Individual Pursuit,SILVER,Great Britain
Cycling,F,Individual Pursuit,BRONZE,Ukraine
Cycling,M,Team Pursuit,SILVER,Denmark
Cycling,M,Team Pursuit,BRONZE,New Zealand
Cycling,M,Points Race,BRONZE,Great Britain
Cycling,F,Points Race,GOLD,Netherlands
Cycling,F,Points Race,SILVER,Cuba
Cycling,F,Points Race,BRONZE,Spain
Cycling,M,Madison,GOLD,Argentina
Cycling,M,Madison,SILVER,Spain
Cycling,M,Madison,BRONZE,Russia
Cycling,M,"Mountainbike, Cross-country",SILVER,France
Cycling,F,"Mountainbike, Cross-country",GOLD,Germany
Cycling,F,"Mountainbike, Cross-country",SILVER,Poland
Cycling,F,"Mountainbike, Cross-country",BRONZE,Russia
Cycling,M,BMX,GOLD,Latvia
Cycling,M,BMX,SILVER,United States
Cycling,M,BMX,BRONZE,United States
Cycling,F,BMX,GOLD,France
Cycling,F,BMX,SILVER,France
Cycling,F,BMX,BRONZE,United States
Diving,M,Platform,GOLD,Australia
Diving,F,Platform,SILVER,Canada
Diving,F,Platform,BRONZE,China
Diving,F,Springboard,BRONZE,China
Diving,M,Synchronised Platform,SILVER,Germany
Diving,M,Synchronised Platform,BRONZE,Russia
Diving,F,Synchronised Platform,SILVER,Australia
Diving,F,Synchronised Platform,BRONZE,Mexico
Diving,M,Synchronised Springboard,BRONZE,Ukraine
Diving,F,Synchronised Springboard,BRONZE,Germany
Equestrian,M,"Dressage, Team",BRONZE,Denmark
Equestrian,F,"Dressage, Team",BRONZE,Denmark
Equestrian,M,"Jumping, Individual",GOLD,Canada
Equestrian,M,"Jumping, Individual",SILVER,Sweden
Equestrian,F,"Jumping, Individual",BRONZE,United States
Equestrian,M,"Jumping, Team",SILVER,Canada
Equestrian,F,"Jumping, Team",SILVER,Canada
Equestrian,M,"Jumping, Team",BRONZE,Switzerland
Equestrian,F,"Jumping, Team",BRONZE,Switzerland
Equestrian,F,"Three-Day Event, Team",GOLD,Germany
Equestrian,M,"Three-Day Event, Team",SILVER,Australia
Equestrian,F,"Three-Day Event, Team",SILVER,Australia
Equestrian,F,"Three-Day Event, Team",BRONZE,Great Britain
Fencing,M,"Foil, Individual",SILVER,Japan
Fencing,F,"Foil, Individual",SILVER,South Korea
Fencing,F,"Foil, Team",GOLD,Russia
Fencing,F,"Foil, Team",SILVER,United States
Fencing,M,"Épée, Individual",BRONZE,Spain
Fencing,F,"Épée, Individual",GOLD,Germany
Fencing,F,"Épée, Individual",SILVER,Romania
Fencing,M,"Sabre, Individual",GOLD,China
Fencing,M,"Sabre, Individual",BRONZE,Romania
Fencing,F,"Sabre, Individual",SILVER,United States
Fencing,M,"Sabre, Team",SILVER,United States
Fencing,F,"Sabre, Team",GOLD,Ukraine
Fencing,F,"Sabre, Team",SILVER,China
Fencing,F,"Sabre, Team",BRONZE,United States
Field Hockey,F,Team,SILVER,China
Field Hockey,F,Team,BRONZE,Belarus
Football,M,Team Soccer,SILVER,Nigeria
Gymnastics,F,Team All-Around,GOLD,China
Gymnastics,M,Floor Exercises,SILVER,Spain
Gymnastics,M,Horse Vault,GOLD,Poland
Gymnastics,M,Horse Vault,SILVER,France
Gymnastics,M,Horse Vault,BRONZE,Russia
Gymnastics,F,Horse Vault,GOLD,North Korea
Gymnastics,F,Horse Vault,BRONZE,China
Gymnastics,M,Parallel Bars,BRONZE,Uzbekistan
Gymnastics,M,Horizontal Bar,GOLD,China
Gymnastics,M,Rings,BRONZE,Ukraine
Gymnastics,M,Pommelled Horse,SILVER,Croatia
Gymnastics,M,Pommelled Horse,BRONZE,Great Britain
Gymnastics,F,Balance Beam,BRONZE,China
Handball,M,Team,GOLD,France
Handball,M,Team,SILVER,Iceland
Handball,F,Team,GOLD,Norway
Handball,F,Team,SILVER,Russia
Handball,F,Team,BRONZE,South Korea
Judo,M,Extra Lightweight,SILVER,Austria
Judo,M,Extra Lightweight,BRONZE,Netherlands
Judo,M,Extra Lightweight,BRONZE,Uzbekistan
Judo,F,Extra Lightweight,GOLD,Romania
Judo,F,Extra Lightweight,SILVER,Cuba
Judo,F,Extra Lightweight,BRONZE,Japan
Judo,F,Extra Lightweight,BRONZE,Argentina
Judo,M,Half Lightweight,BRONZE,North Korea
Judo,F,Half Lightweight,SILVER,North Korea
Judo,F,Half Lightweight,BRONZE,Algeria
Judo,M,Lightweight,GOLD,Azerbaijan
Judo,M,Lightweight,BRONZE,Tajikistan
Judo,F,Lightweight,GOLD,Italy
Judo,F,Lightweight,SILVER,Netherlands
Judo,F,Lightweight,BRONZE,China
Judo,F,Lightweight,BRONZE,Brazil
Judo,M,Half Middleweight,GOLD,Germany
Judo,M,Half Middleweight,BRONZE,Ukraine
Judo,F,Half Middleweight,SILVER,France
Judo,F,Half Middleweight,BRONZE,North Korea
Judo,M,Middleweight,SILVER,Algeria
Judo,M,Middleweight,BRONZE,Switzerland
Judo,M,Middleweight,BRONZE,Egypt
Judo,F,Middleweight,SILVER,Cuba
Judo,F,Middleweight,BRONZE,United States
Judo,M,Half Heavyweight,GOLD,Mongolia
Judo,M,Half Heavyweight,SILVER,Kazakhstan
Judo,M,Half Heavyweight,BRONZE,Azerbaijan
Judo,F,Half Heavyweight,SILVER,Cuba
Judo,F,Half Heavyweight,BRONZE,South Korea
Judo,M,Heavyweight,SILVER,Uzbekistan
Judo,M,Heavyweight,BRONZE,Cuba
Judo,F,Heavyweight,SILVER,Japan
Judo,F,Heavyweight,BRONZE,Cuba
Judo,F,Heavyweight,BRONZE,Slovenia
Modern Pentathlon,M,Individual,BRONZE,Lithuania
Modern Pentathlon,F,Individual,GOLD,Germany
Modern Pentathlon,F,Individual,SILVER,Great Britain
Modern Pentathlon,F,Individual,BRONZE,Ukraine
Rhythmic Gymnastics,F,Team All-Around,SILVER,China
Rhythmic Gymnastics,F,Team All-Around,BRONZE,Belarus
Rowing,M,Single Sculls,SILVER,Czech Republic
Rowing,F,Single Sculls,GOLD,Bulgaria
Rowing,F,Single Sculls,BRONZE,Belarus
Rowing,M,Double Sculls,SILVER,Estonia
Rowing,M,Double Sculls,BRONZE,Great Britain
Rowing,M,Coxless Pairs,SILVER,Canada
Rowing,M,Coxless Pairs,BRONZE,New Zealand
Rowing,F,Coxless Pairs,SILVER,China
Rowing,M,Quadruple Sculls,GOLD,Poland
Rowing,M,Quadruple Sculls,SILVER,Italy
Rowing,M,Quadruple Sculls,BRONZE,France
Rowing,F,Quadruple Sculls,GOLD,China
Rowing,F,Quadruple Sculls,BRONZE,Germany
Rowing,M,Coxless Fours,SILVER,Australia
Rowing,M,Lightweight Double Sculls,GOLD,Great Britain
Rowing,M,Lightweight Double Sculls,SILVER,Greece
Rowing,M,Lightweight Double Sculls,BRONZE,Denmark
Rowing,F,Lightweight Double Sculls,GOLD,Netherlands
Rowing,F,Lightweight Double Sculls,SILVER,Finland
Rowing,F,Lightweight Double Sculls,BRONZE,Canada
Rowing,M,Lightweight Coxless Fours,SILVER,Poland
Rowing,M,Lightweight Coxless Fours,BRONZE,Canada
Sailing,M,Windsurfing,SILVER,France
Sailing,F,Windsurfing,GOLD,China
Sailing,F,Windsurfing,SILVER,Italy
Sailing,F,Windsurfing,BRONZE,Great Britain
Sailing,M,One Person Dinghy,SILVER,Slovenia
Sailing,M,One Person Dinghy,BRONZE,Italy
Sailing,F,One Person Dinghy,GOLD,United States
Sailing,F,One Person Dinghy,SILVER,Lithuania
Sailing,F,One Person Dinghy,BRONZE,China
Sailing,M,Two Person Dinghy,BRONZE,France
Sailing,F,Two Person Dinghy,SILVER,Netherlands
Sailing,F,Two Person Dinghy,BRONZE,Brazil
Sailing,M,Two Person Keelboat,GOLD,Great Britain
Sailing,M,Two Person Keelboat,SILVER,Brazil
Sailing,M,Two Person Keelboat,BRONZE,Sweden
Sailing,M,Mixed One Person Dinghy,BRONZE,France
Sailing,M,49er (Mixed Skiff),GOLD,Denmark
Sailing,M,49er (Mixed Skiff),SILVER,Spain
Sailing,M,49er (Mixed Skiff),BRONZE,Germany
Sailing,F,Three Person Keelboat,SILVER,Netherlands
Sailing,F,Three Person Keelboat,BRONZE,Greece
Shooting,M,10m Air Pistol,SILVER,South Korea
Shooting,M,10m Air Pistol,BRONZE,United States
Shooting,F,10m Air Pistol,BRONZE,Georgia
Shooting,M,10m Air Rifle,GOLD,India
Shooting,M,10m Air Rifle,BRONZE,Finland
Shooting,F,10m Air Rifle,GOLD,Czech Republic
Shooting,F,10m Air Rifle,BRONZE,Croatia
Shooting,M,25m Rapid-Fire Pistol,GOLD,Ukraine
Shooting,M,25m Rapid-Fire Pistol,BRONZE,Germany
Shooting,F,25m Sporting Pistol,SILVER,Mongolia
Shooting,F,25m Sporting Pistol,BRONZE,Germany
Shooting,M,50m Free Pistol,GOLD,South Korea
Shooting,M,50m Free Pistol,BRONZE,Russia
Shooting,M,"50m Small-bore Rifle, prone",GOLD,Ukraine
Shooting,M,"50m Small-bore Rifle, prone",BRONZE,Australia
Shooting,M,"50m Small-Bore Rifle, Three Positions",SILVER,Ukraine
Shooting,M,"50m Small-Bore Rifle, Three Positions",BRONZE,Slovenia
Shooting,F,"50m Small-Bore Rifle, Three Positions",SILVER,Czech Republic
Shooting,F,"50m Small-Bore Rifle, Three Positions",BRONZE,Cuba
Shooting,M,Trap,GOLD,Czech Republic
Shooting,F,Trap,GOLD,Finland
Shooting,F,Trap,SILVER,Slovakia
Shooting,F,Trap,BRONZE,United States
