Sport,Gender,Event,Medal,Team
Rowing,M,Coxless Fours,SILVER,United States
Rowing,M,Coxless Fours,BRONZE,United States
Rowing,M,Coxed Eights,SILVER,Canada
Swimming,M,50yds Freestyle,GOLD,Hungary
Swimming,M,50yds Freestyle,SILVER,United States
Swimming,M,50yds Freestyle,BRONZE,United States
Swimming,M,100yds Freestyle,GOLD,Hungary
Swimming,M,100yds Freestyle,SILVER,United States
Swimming,M,100yds Freestyle,BRONZE,United States
Swimming,M,220yds Freestyle,GOLD,United States
Swimming,M,220yds Freestyle,SILVER,United States
Swimming,M,220yds Freestyle,BRONZE,Germany
Swimming,M,440yds Freestyle,GOLD,United States
Swimming,M,440yds Freestyle,SILVER,United States
Swimming,M,440yds Freestyle,BRONZE,Austria
Swimming,M,880yds Freestyle,GOLD,Germany
Swimming,M,880yds Freestyle,SILVER,United States
Swimming,M,880yds Freestyle,BRONZE,Hungary
Swimming,M,1 Mile Freestyle,GOLD,Germany
Swimming,M,1 Mile Freestyle,SILVER,Hungary
Swimming,M,1 Mile Freestyle,BRONZE,United States
Swimming,M,100yds Backstroke,GOLD,Germany
Swimming,M,100yds Backstroke,SILVER,Germany
Swimming,M,100yds Backstroke,BRONZE,Germany
Swimming,M,440yds Breaststroke,GOLD,Germany
Swimming,M,440yds Breaststroke,SILVER,Germany
Swimming,M,440yds Breaststroke,BRONZE,United States
Swimming,M,4x50yds Freestyle Relay,GOLD,United States
Swimming,M,4x50yds Freestyle Relay,SILVER,United States
Swimming,M,4x50yds Freestyle Relay,BRONZE,United States
Tennis,M,Singles,GOLD,United States
Tennis,M,Singles,SILVER,United States
Tennis,M,Singles,BRONZE,United States
Tennis,M,Doubles,GOLD,United States
Tennis,M,Doubles,BRONZE,United States
Tug Of War,M,Tug of War,GOLD,United States
Tug Of War,M,Tug of War,SILVER,United States
Tug Of War,M,Tug of War,BRONZE,United States
Tug Of War,M,Tug of War,BRONZE,Germany
Water Polo,M,Team,GOLD,United States
Water Polo,M,Team,SILVER,United States
Water Polo,M,Team,BRONZE,United States
Weightlifting,M,Dumbbell Contest,GOLD,United States
Weightlifting,M,Dumbbell Contest,SILVER,United States
Weightlifting,M,Dumbbell Contest,BRONZE,United States
Weightlifting,M,Heavyweight,GOLD,Greece
Weightlifting,M,Heavyweight,SILVER,United States
Weightlifting,M,Heavyweight,BRONZE,United States
Wrestling,M,Freestyle Light Flyweight,GOLD,United States
Wrestling,M,Freestyle Light Flyweight,SILVER,United States
Wrestling,M,Freestyle Light Flyweight,BRONZE,United States
Wrestling,M,Freestyle Flyweight,GOLD,United States
Wrestling,M,Freestyle Flyweight,SILVER,United States
Wrestling,M,Freestyle Flyweight,BRONZE,United States
Wrestling,M,Freestyle Bantamweight,GOLD,United States
Wrestling,M,Freestyle Bantamweight,SILVER,United States
Wrestling,M,Freestyle Bantamweight,BRONZE,United States
Wrestling,M,Freestyle Featherweight,GOLD,United States
Wrestling,M,Freestyle Featherweight,SILVER,United States
Wrestling,M,Freestyle Featherweight,BRONZE,United States
Wrestling,M,Freestyle Lightweight,GOLD,United States
Wrestling,M,Freestyle Lightweight,SILVER,United States
Wrestling,M,Freestyle Lightweight,BRONZE,United States
Wrestling,M,Freestyle Welterweight,GOLD,United States
Wrestling,M,Freestyle Welterweight,SILVER,United States
Wrestling,M,Freestyle Welterweight,BRONZE,United States
Wrestling,M,Freestyle Heavyweight,GOLD,United States
Wrestling,M,Freestyle Heavyweight,SILVER,United States
Wrestling,M,Freestyle Heavyweight,BRONZE,United States
Athletics,M,400m,SILVER,Great Britain
Athletics,M,400m,BRONZE,Australia
Athletics,M,800m,BRONZE,Great Britain
Athletics,M,1500m,SILVER,Great Britain
Athletics,M,1500m,BRONZE,Sweden
Athletics,M,5 Miles,GOLD,Great Britain
Athletics,M,5 Miles,SILVER,Sweden
Athletics,M,5 Miles,BRONZE,Sweden
Athletics,M,Marathon,GOLD,Canada
Athletics,M,Marathon,SILVER,Sweden
Athletics,M,110m Hurdles,BRONZE,Germany
Athletics,M,1500m Walk,GOLD,United States
Athletics,M,1500m Walk,SILVER,Canada
Athletics,M,1500m Walk,BRONZE,Greece
Athletics,M,3000m Walk,GOLD,Hungary
Athletics,M,3000m Walk,SILVER,Germany
Athletics,M,3000m Walk,BRONZE,Greece
Athletics,M,High Jump,GOLD,Great Britain
Athletics,M,High Jump,SILVER,Hungary
Athletics,M,High Jump,BRONZE,Greece
Athletics,M,High Jump,BRONZE,United States
Athletics,M,Standing High Jump,SILVER,Belgium
Athletics,M,Long Jump,SILVER,Great Britain
Athletics,M,Pole Vault,GOLD,France
Athletics,M,Pole Vault,SILVER,Sweden
Athletics,M,Triple Jump,GOLD,Great Britain
Athletics,M,Triple Jump,SILVER,Great Britain
Athletics,M,Discus Throw,BRONZE,Finland
Athletics,M,Discus (Greek Style),GOLD,Finland
Athletics,M,Discus (Greek Style),SILVER,Greece
Athletics,M,Discus (Greek Style),BRONZE,Hungary
Athletics,M,Javelin (Free Style),GOLD,Sweden
Athletics,M,Javelin (Free Style),SILVER,Sweden
Athletics,M,Javelin (Free Style),BRONZE,Sweden
Athletics,M,Shot Put,SILVER,Hungary
Athletics,M,Shot Put,BRONZE,Sweden
Athletics,M,Stone Throw,GOLD,Greece
Athletics,M,Stone Throw,SILVER,United States
Athletics,M,Stone Throw,BRONZE,Greece
Athletics,M,Pentathlon,GOLD,Sweden
Athletics,M,Pentathlon,SILVER,Hungary
Athletics,M,Pentathlon,BRONZE,Sweden
Cycling,M,Individual Road Race,GOLD,France
Cycling,M,Individual Road Race,SILVER,France
Cycling,M,Individual Road Race,BRONZE,France
Cycling,M,Individual Sprint,GOLD,Italy
Cycling,M,Individual Sprint,SILVER,Great Britain
Cycling,M,Individual Sprint,BRONZE,Belgium
Cycling,M,One-Lap Race,GOLD,Italy
Cycling,M,One-Lap Race,SILVER,Great Britain
Cycling,M,One-Lap Race,BRONZE,France
Cycling,M,2000m Tandem,GOLD,Great Britain
Cycling,M,2000m Tandem,SILVER,Germany
Cycling,M,2000m Tandem,BRONZE,Germany
Cycling,M,5km Track Race,GOLD,Italy
Cycling,M,5km Track Race,SILVER,Great Britain
Cycling,M,5km Track Race,BRONZE,France
Cycling,M,20km Track Race,GOLD,Great Britain
Cycling,M,20km Track Race,SILVER,France
Cycling,M,20km Track Race,BRONZE,France
Diving,M,Platform,GOLD,Germany
Diving,M,Platform,BRONZE,Austria
Fencing,M,"Épée, Individual",GOLD,France
Fencing,M,"Épée, Individual",BRONZE,Netherlands
Fencing,M,"Épée, Masters",GOLD,Belgium
Fencing,M,"Épée, Masters",SILVER,Italy
Fencing,M,"Épée, Masters",BRONZE,Greece
Fencing,M,"Épée, Team",GOLD,France
Fencing,M,"Épée, Team",SILVER,Great Britain
Fencing,M,"Épée, Team",BRONZE,Belgium
Fencing,M,"Sabre, Individual",SILVER,Germany
Fencing,M,"Sabre, Individual",BRONZE,Italy
Fencing,M,"Sabre, Masters",GOLD,Belgium
Fencing,M,"Sabre, Masters",SILVER,Greece
Fencing,M,"Sabre, Three-cornered",GOLD,Germany
Fencing,M,"Sabre, Three-cornered",SILVER,Netherlands
Fencing,M,"Sabre, Three-cornered",BRONZE,Hungary
Fencing,M,"Sabre, Team",GOLD,Germany
Fencing,M,"Sabre, Team",SILVER,Greece
Fencing,M,"Sabre, Team",BRONZE,Netherlands
Football,M,Team Soccer,GOLD,Denmark
Football,M,Team Soccer,SILVER,Great Britain
Football,M,Team Soccer,BRONZE,Greece
Gymnastics,M,"All-Around, Individual",GOLD,France
Gymnastics,M,"All-Around, Individual",SILVER,Italy
Gymnastics,M,"All-Around, Individual",BRONZE,France
Gymnastics,M,"5 Events, Individual",GOLD,France
Gymnastics,M,"5 Events, Individual",SILVER,Italy
Gymnastics,M,"5 Events, Individual",BRONZE,France
Gymnastics,M,Team All-Around,GOLD,Norway
Gymnastics,M,Team All-Around,SILVER,Denmark
Gymnastics,M,Team All-Around,BRONZE,Italy
Gymnastics,M,Rope climbing,SILVER,Hungary
Gymnastics,M,Rope climbing,BRONZE,Greece
Rowing,M,Coxed Pairs 1000m,GOLD,Italy
Rowing,M,Coxed Pairs 1000m,SILVER,Italy
Rowing,M,Coxed Pairs 1000m,BRONZE,France
Rowing,M,Coxed Pairs 1609m,GOLD,Italy
Rowing,M,Coxed Pairs 1609m,SILVER,Greece
Rowing,M,Coxed Pairs 1609m,SILVER,Belgium
Rowing,M,Coxed Pairs 1609m,BRONZE,France
Rowing,M,Coxed Fours,GOLD,Italy
Rowing,M,Coxed Fours,BRONZE,France
Rowing,M,6-Man Naval Rowing Boats,GOLD,Italy
Rowing,M,6-Man Naval Rowing Boats,SILVER,Greece
Rowing,M,6-Man Naval Rowing Boats,BRONZE,Greece
Rowing,M,17-Man Naval Rowing Boats,GOLD,Greece
Rowing,M,17-Man Naval Rowing Boats,SILVER,Greece
Rowing,M,17-Man Naval Rowing Boats,BRONZE,Italy
Shooting,M,20m Military Revolver,GOLD,Switzerland
Shooting,M,20m Military Revolver,SILVER,Greece
Shooting,M,20m Military Revolver,BRONZE,Greece
Shooting,M,20m Military Revolver (Model 1873/74),GOLD,France
Shooting,M,20m Military Revolver (Model 1873/74),SILVER,France
Shooting,M,20m Military Revolver (Model 1873/74),BRONZE,France
Shooting,M,20m Duelling Pistols,GOLD,France
Shooting,M,20m Duelling Pistols,SILVER,Italy
Shooting,M,20m Duelling Pistols,BRONZE,France
Shooting,M,25m Rapid-Fire Pistol,BRONZE,Greece
Shooting,M,25m Duelling Pistols,GOLD,Greece
Shooting,M,25m Duelling Pistols,SILVER,Sweden
Shooting,M,25m Duelling Pistols,BRONZE,Sweden
Shooting,M,50m Free Pistol,GOLD,Greece
Shooting,M,50m Free Pistol,BRONZE,Greece
Shooting,M,"200m Military Rifle, Standing or Kneeling",GOLD,France
Shooting,M,"200m Military Rifle, Standing or Kneeling",SILVER,Switzerland
Shooting,M,"200m Military Rifle, Standing or Kneeling",BRONZE,Switzerland
Shooting,M,300m Free Rifle,GOLD,Switzerland
Shooting,M,300m Free Rifle,SILVER,Switzerland
Shooting,M,300m Free Rifle,BRONZE,France
Shooting,M,"300m Free Rifle, 3 Positions",GOLD,Norway
Shooting,M,"300m Free Rifle, 3 Positions",SILVER,Switzerland
Shooting,M,"300m Free Rifle, 3 Positions",BRONZE,Switzerland
Shooting,M,"300m Free Rifle, Kneeling",GOLD,Switzerland
Shooting,M,"300m Free Rifle, Kneeling",SILVER,Switzerland
Shooting,M,"300m Free Rifle, Kneeling",BRONZE,Switzerland
Shooting,M,"300m Free Rifle, Prone",GOLD,Norway
Shooting,M,"300m Free Rifle, Prone",SILVER,Switzerland
Shooting,M,"300m Free Rifle, Prone",BRONZE,Switzerland
Shooting,M,"300m Free Rifle, Standing",GOLD,Norway
Shooting,M,"300m Free Rifle, Standing",SILVER,Norway
Shooting,M,"300m Free Rifle, Standing",BRONZE,Norway
Shooting,M,"300m Military Rifle, Standing or Kneeling",GOLD,Switzerland
Shooting,M,"300m Military Rifle, Standing or Kneeling",SILVER,Switzerland
Shooting,M,"300m Military Rifle, Standing or Kneeling",BRONZE,France
Shooting,M,14m Trap (Double shot),GOLD,Great Britain
Shooting,M,14m Trap (Double shot),SILVER,Greece
Shooting,M,14m Trap (Double shot),BRONZE,Great Britain
Shooting,M,16m Trap (Single Shot),GOLD,Great Britain
Shooting,M,16m Trap (Single Shot),SILVER,Greece
Shooting,M,16m Trap (Single Shot),BRONZE,Great Britain
Swimming,M,100m Freestyle,GOLD,United States
Swimming,M,100m Freestyle,SILVER,Hungary
Swimming,M,100m Freestyle,BRONZE,Australia
Swimming,M,400m Freestyle,GOLD,Austria
Swimming,M,400m Freestyle,SILVER,Great Britain
Swimming,M,400m Freestyle,BRONZE,Great Britain
Swimming,M,1500m Freestyle,GOLD,Great Britain
Swimming,M,1500m Freestyle,SILVER,Great Britain
Swimming,M,1500m Freestyle,BRONZE,Austria
Swimming,M,4x250m Freestyle Relay,GOLD,Hungary
Swimming,M,4x250m Freestyle Relay,SILVER,Germany
Swimming,M,4x250m Freestyle Relay,BRONZE,Great Britain
Tennis,M,Singles,GOLD,France
Tennis,M,Singles,SILVER,France
Tennis,M,Singles,BRONZE,Bohemia
Tennis,F,Singles,GOLD,Greece
Tennis,F,Singles,SILVER,Greece
Tennis,F,Singles,BRONZE,Greece
Tennis,M,Doubles,GOLD,France
Tennis,M,Doubles,BRONZE,Bohemia
Tennis,M,Mixed Doubles,GOLD,France
Tennis,F,Mixed Doubles,GOLD,France
Tennis,M,Mixed Doubles,SILVER,Greece
Tennis,F,Mixed Doubles,SILVER,Greece
Tennis,M,Mixed Doubles,BRONZE,Greece
Tennis,F,Mixed Doubles,BRONZE,Greece
Tug Of War,M,Tug of War,GOLD,Germany
Tug Of War,M,Tug of War,SILVER,Greece
Tug Of War,M,Tug of War,BRONZE,Sweden
Weightlifting,M,Heavyweight (one handed),GOLD,Austria
Weightlifting,M,Heavyweight (one handed),SILVER,Italy
Weightlifting,M,Heavyweight (one handed),BRONZE,Germany
Weightlifting,M,Heavyweight,SILVER,Austria
Weightlifting,M,Heavyweight,BRONZE,France
Weightlifting,M,Heavyweight,BRONZE,Germany
Wrestling,M,Greco-Roman Lightweight,GOLD,Austria
Wrestling,M,Greco-Roman Lightweight,SILVER,Denmark
Wrestling,M,Greco-Roman Lightweight,BRONZE,Hungary
Wrestling,M,Greco-Roman Middleweight,GOLD,Finland
Wrestling,M,Greco-Roman Middleweight,SILVER,Austria
Wrestling,M,Greco-Roman Middleweight,BRONZE,Denmark
Wrestling,M,Greco-Roman Heavyweight,GOLD,Denmark
Wrestling,M,Greco-Roman Heavyweight,SILVER,Austria
Wrestling,M,Greco-Roman Heavyweight,BRONZE,Belgium
Wrestling,M,"All-round, weight-class winners",GOLD,Denmark
Wrestling,M,"All-round, weight-class winners",SILVER,Finland
Wrestling,M,"All-round, weight-class winners",BRONZE,Austria
Archery,M,Continental Style,GOLD,France
Archery,M,Continental Style,SILVER,France
Archery,M,Continental Style,BRONZE,France
Archery,F,National Round,GOLD,Great Britain
Archery,F,National Round,SILVER,Great Britain
Archery,F,National Round,BRONZE,Great Britain
Archery,M,York Round,GOLD,Great Britain
Archery,M,York Round,SILVER,Great Britain
Archery,M,York Round,BRONZE,United States
Athletics,M,100m,GOLD,South Africa
Athletics,M,100m,BRONZE,Canada
Athletics,M,200m,GOLD,Canada
Athletics,M,400m,GOLD,Great Britain
Athletics,M,800m,SILVER,Italy
Athletics,M,800m,BRONZE,Germany
Athletics,M,1500m,BRONZE,Great Britain
Athletics,M,5 Miles,SILVER,Great Britain
Athletics,M,Marathon,SILVER,South Africa
Athletics,M,400m Hurdles,BRONZE,Great Britain
Athletics,M,3200m Steeplechase,GOLD,Great Britain
Athletics,M,3200m Steeplechase,SILVER,Great Britain
Athletics,M,3200m Steeplechase,BRONZE,United States
Athletics,M,1600m Medley Relay,GOLD,United States
Athletics,M,1600m Medley Relay,SILVER,Germany
Athletics,M,1600m Medley Relay,BRONZE,Hungary
Athletics,M,3-Mile Team Race,GOLD,Great Britain
Athletics,M,3-Mile Team Race,SILVER,United States
Athletics,M,3-Mile Team Race,BRONZE,France
Athletics,M,3500m Walk,GOLD,Great Britain
Athletics,M,3500m Walk,SILVER,Great Britain
Athletics,M,3500m Walk,BRONZE,Australasia
Athletics,M,10 Mile Walk,GOLD,Great Britain
Athletics,M,10 Mile Walk,SILVER,Great Britain
Athletics,M,10 Mile Walk,BRONZE,Great Britain
Athletics,M,High Jump,SILVER,France
Athletics,M,Standing High Jump,SILVER,Greece
Athletics,M,Long Jump,BRONZE,Canada
Athletics,M,Standing Long Jump,SILVER,Greece
Athletics,M,Pole Vault,BRONZE,Sweden
Athletics,M,Pole Vault,BRONZE,Canada
Athletics,M,Triple Jump,SILVER,Canada
Athletics,M,Triple Jump,BRONZE,Norway
Athletics,M,Discus (Greek Style),GOLD,United States
Athletics,M,Discus (Greek Style),SILVER,United States
Athletics,M,Discus (Greek Style),BRONZE,Finland
Athletics,M,Hammer Throw,BRONZE,Canada
Athletics,M,Javelin (Free Style),SILVER,Greece
Athletics,M,Javelin (Free Style),BRONZE,Norway
Athletics,M,Javelin Throw,GOLD,Sweden
Athletics,M,Javelin Throw,SILVER,Norway
Athletics,M,Javelin Throw,BRONZE,Sweden
Athletics,M,Shot Put,SILVER,Great Britain
Boxing,M,Bantamweight,GOLD,Great Britain
Boxing,M,Bantamweight,SILVER,Great Britain
Boxing,M,Bantamweight,BRONZE,Great Britain
Boxing,M,Featherweight,GOLD,Great Britain
Boxing,M,Featherweight,SILVER,Great Britain
Boxing,M,Featherweight,BRONZE,Great Britain
Boxing,M,Lightweight,GOLD,Great Britain
Boxing,M,Lightweight,SILVER,Great Britain
Boxing,M,Lightweight,BRONZE,Great Britain
Boxing,M,Middleweight,GOLD,Great Britain
Boxing,M,Middleweight,SILVER,Australasia
Boxing,M,Middleweight,BRONZE,Great Britain
Boxing,M,Heavyweight,GOLD,Great Britain
Boxing,M,Heavyweight,SILVER,Great Britain
Boxing,M,Heavyweight,BRONZE,Great Britain
Cycling,M,Sprint,GOLD,Great Britain
Cycling,M,Sprint,SILVER,France
Cycling,M,Sprint,BRONZE,Germany
Cycling,M,2000m Tandem,GOLD,France
Cycling,M,2000m Tandem,SILVER,Great Britain
Cycling,M,2000m Tandem,BRONZE,Great Britain
Cycling,M,Team Pursuit,GOLD,Great Britain
Cycling,M,Team Pursuit,SILVER,Germany
Cycling,M,Team Pursuit,BRONZE,Canada
Cycling,M,5km Track Race,GOLD,Great Britain
Cycling,M,5km Track Race,SILVER,France
Cycling,M,20km Track Race,SILVER,Great Britain
Cycling,M,20km Track Race,BRONZE,Belgium
Cycling,M,100km Track Race,GOLD,Great Britain
Cycling,M,100km Track Race,SILVER,Great Britain
Cycling,M,100km Track Race,BRONZE,France
Diving,M,Platform,GOLD,Sweden
Diving,M,Platform,SILVER,Sweden
Diving,M,Platform,BRONZE,Sweden
Diving,M,Springboard,GOLD,Germany
Diving,M,Springboard,SILVER,Germany
Diving,M,Springboard,BRONZE,United States
Diving,M,Springboard,BRONZE,Germany
Fencing,M,"Sabre, Individual",GOLD,Hungary
Fencing,M,"Sabre, Individual",SILVER,Hungary
Fencing,M,"Sabre, Individual",BRONZE,Bohemia
Fencing,M,"Sabre, Team",GOLD,Hungary
Fencing,M,"Sabre, Team",SILVER,Italy
Fencing,M,"Sabre, Team",BRONZE,Bohemia
Field Hockey,M,Team,GOLD,Great Britain
Field Hockey,M,Team,SILVER,Great Britain
Field Hockey,M,Team,BRONZE,Great Britain
Figure Skating,M,Individual,GOLD,Sweden
Figure Skating,M,Individual,SILVER,Sweden
Figure Skating,M,Individual,BRONZE,Sweden
Figure Skating,M,Individual - Special,GOLD,Russia
Figure Skating,M,Individual - Special,SILVER,Great Britain
Figure Skating,M,Individual - Special,BRONZE,Great Britain
Figure Skating,F,Individual,GOLD,Great Britain
Figure Skating,F,Individual,SILVER,Germany
Figure Skating,F,Individual,BRONZE,Germany
Figure Skating,M,Pairs,GOLD,Germany
Figure Skating,F,Pairs,GOLD,Germany
Figure Skating,M,Pairs,SILVER,Great Britain
Figure Skating,F,Pairs,SILVER,Great Britain
Figure Skating,M,Pairs,BRONZE,Great Britain
Figure Skating,F,Pairs,BRONZE,Great Britain
Football,M,Team Soccer,SILVER,Denmark
Football,M,Team Soccer,BRONZE,Netherlands
Gymnastics,M,Individual All-around,GOLD,Italy
Gymnastics,M,Individual All-around,SILVER,Great Britain
Gymnastics,M,Team All-Around,GOLD,Sweden
Gymnastics,M,Team All-Around,SILVER,Norway
Gymnastics,M,Team All-Around,BRONZE,Finland
Jeu De Paume,M,Jeu de Paume,GOLD,United States
Jeu De Paume,M,Jeu de Paume,SILVER,Great Britain
Jeu De Paume,M,Jeu de Paume,BRONZE,Great Britain
Lacrosse,M,Lacrosse,SILVER,Great Britain
Motor Boating,M,"Motor Boating, Open Class",GOLD,France
Motor Boating,M,"Motor Boating, Under 60ft Class",GOLD,Great Britain
Motor Boating,M,"Motor Boating, 8m Class",GOLD,Great Britain
Racquets,M,"Rackets,'s Singles",GOLD,Great Britain
Racquets,M,"Rackets,'s Singles",SILVER,Great Britain
Racquets,M,"Rackets,'s Singles",BRONZE,Great Britain
Racquets,M,"Rackets,'s Doubles",GOLD,Great Britain
Racquets,M,"Rackets,'s Doubles",SILVER,Great Britain
Racquets,M,"Rackets,'s Doubles",BRONZE,Great Britain
Rowing,M,Single Sculls,GOLD,Great Britain
Rowing,M,Single Sculls,SILVER,Great Britain
Rowing,M,Single Sculls,BRONZE,Germany
Rowing,M,Single Sculls,BRONZE,Hungary
Rowing,M,Coxless Pairs,GOLD,Great Britain
Rowing,M,Coxless Pairs,SILVER,Great Britain
Rowing,M,Coxless Pairs,BRONZE,Canada
Rowing,M,Coxless Pairs,BRONZE,Germany
Rowing,M,Coxless Fours,GOLD,Great Britain
Rowing,M,Coxless Fours,SILVER,Great Britain
Rowing,M,Coxless Fours,BRONZE,Canada
Rowing,M,Coxless Fours,BRONZE,Netherlands
Rowing,M,Coxed Eights,GOLD,Great Britain
Rowing,M,Coxed Eights,BRONZE,Great Britain
Rowing,M,Coxed Eights,BRONZE,Canada
Rugby,M,Rugby,GOLD,Australasia
Rugby,M,Rugby,SILVER,Great Britain
Sailing,M,6 Meter Class,GOLD,Great Britain
Sailing,M,6 Meter Class,SILVER,Belgium
Sailing,M,6 Meter Class,BRONZE,France
Sailing,M,7 Meter Class,GOLD,Great Britain
Sailing,M,8 Meter Class,GOLD,Great Britain
Sailing,M,8 Meter Class,SILVER,Sweden
Sailing,M,8 Meter Class,BRONZE,Great Britain
Sailing,M,12 Meter Class,GOLD,Great Britain
Sailing,M,12 Meter Class,SILVER,Great Britain
Shooting,M,"25yrs small-bore rifle, Disappering Target",GOLD,Great Britain
Shooting,M,"25yrs small-bore rifle, Disappering Target",SILVER,Great Britain
Shooting,M,"25yrs small-bore rifle, Disappering Target",BRONZE,Great Britain
Shooting,M,"25yrs small-bore rifle, Running Target",GOLD,Great Britain
Shooting,M,"25yrs small-bore rifle, Running Target",SILVER,Great Britain
Shooting,M,"25yrs small-bore rifle, Running Target",BRONZE,Great Britain
